lead_id,email,company_name,industry,job_title,seniority_level,company_size,country,email_opens,email_clicks,website_visits,time_on_site,pages_viewed,content_downloads,form_submissions,event_attendance,demo_requests,pricing_page_views,feature_page_views,days_since_first_interaction,total_interactions,last_interaction_days,converted
LEAD_328,nyoung@example.org,"Bell, Montgomery and Burns",Education,"Teacher, secondary school",Mid,51-200,Germany,14,0,29,626,5,2,2,0,0,1,1,33,26,21,0
LEAD_329,paynejesse@example.org,Briggs-Solomon,Education,Theatre stage manager,Entry,51-200,Germany,2,6,26,628,18,0,2,0,0,3,8,100,9,24,0
LEAD_330,lroman@example.net,"Roberts, Holmes and Washington",Education,"Designer, furniture",Executive,1-10,UK,15,0,13,314,7,1,2,0,1,2,1,38,17,18,0
LEAD_331,rogermathis@example.org,Smith and Sons,Retail,Occupational hygienist,Entry,51-200,India,12,5,38,622,19,1,1,0,0,4,8,39,22,2,1
LEAD_332,lindsay71@example.org,Jones-Anderson,Retail,Oceanographer,Executive,1-10,Canada,2,9,1,218,14,1,0,1,0,3,9,54,36,27,0
LEAD_333,iwilliams@example.net,"Miller, Anthony and Wilson",Finance,Herbalist,Mid,201-1000,USA,11,0,14,79,7,1,2,0,1,4,4,90,39,14,1
LEAD_334,brownkathleen@example.org,Berger Ltd,Technology,Office manager,Senior,51-200,India,17,4,0,333,19,4,2,1,1,3,1,57,32,19,1
LEAD_335,colson@example.com,"King, Mercado and Griffith",Education,IT sales professional,Entry,1000+,UK,9,7,22,187,1,0,1,1,0,0,1,3,30,23,1
LEAD_336,david59@example.net,"Valencia, Steele and White",Education,Chief Operating Officer,Executive,1000+,USA,8,8,13,501,8,4,0,1,1,2,8,31,21,21,0
LEAD_337,tonyahess@example.net,"Perez, Hines and Clark",Technology,"Scientist, product/process development",Mid,11-50,UK,13,1,35,479,11,1,0,1,0,1,8,51,16,7,0
LEAD_338,lauraharrell@example.net,"Shah, Frederick and Hoover",Healthcare,Equality and diversity officer,Senior,201-1000,India,0,6,21,574,1,4,1,0,0,0,3,30,54,15,0
LEAD_339,uowens@example.com,Flores Inc,Finance,Broadcast engineer,Entry,51-200,Canada,15,9,12,405,9,1,1,0,1,2,9,19,21,1,0
LEAD_340,fevans@example.com,"Adams, Gonzalez and Simon",Retail,Database administrator,Executive,1000+,UK,14,9,21,29,10,0,2,1,1,1,9,66,23,12,0
LEAD_341,martinezmichelle@example.com,Bradley Ltd,Retail,Regulatory affairs officer,Executive,1-10,India,13,3,7,229,11,0,2,1,1,0,3,72,27,22,0
LEAD_342,qmontoya@example.net,Knight PLC,Education,Teaching laboratory technician,Entry,1-10,Canada,3,7,39,298,6,3,2,1,0,3,4,89,15,24,1
LEAD_343,dave43@example.com,"Nunez, Curry and Patterson",Education,Geochemist,Executive,201-1000,USA,4,3,17,459,5,3,1,0,1,1,4,31,12,22,0
LEAD_344,greenewilliam@example.net,Dorsey Inc,Education,Physiotherapist,Mid,1-10,Canada,12,7,1,149,19,0,2,1,1,3,4,57,47,15,0
LEAD_345,cheryl83@example.com,Carroll Group,Healthcare,Environmental health practitioner,Mid,1-10,Germany,15,7,15,564,1,0,0,0,1,1,9,40,39,7,0
LEAD_346,dcastillo@example.com,"Cole, Cooper and Hurst",Healthcare,Lexicographer,Senior,1000+,Germany,2,4,6,549,14,2,1,0,0,0,7,10,13,8,0
LEAD_347,colin19@example.org,Taylor-Boyle,Education,Maintenance engineer,Executive,11-50,USA,9,2,31,267,5,4,1,1,0,0,6,110,43,10,0
LEAD_348,thomasvazquez@example.org,"Martinez, Thompson and James",Technology,Furniture designer,Executive,201-1000,India,10,2,20,461,11,4,2,1,1,4,0,113,22,7,0
LEAD_349,robert48@example.net,Sharp-Ayala,Education,Landscape architect,Senior,1-10,India,8,0,21,283,12,3,2,0,1,1,2,56,9,2,0
LEAD_350,crubio@example.com,"Holmes, Hayden and Smith",Technology,"Engineer, electronics",Entry,51-200,Germany,10,2,6,765,17,4,1,1,1,2,7,99,47,22,0
LEAD_351,davischristian@example.org,Wolfe PLC,Finance,Tax adviser,Entry,1-10,Canada,16,7,21,779,1,2,1,1,1,4,4,54,26,20,0
LEAD_352,alyssameyers@example.com,Sims and Sons,Healthcare,"Designer, blown glass/stained glass",Executive,11-50,UK,3,1,32,668,3,2,0,1,0,0,2,83,11,29,0
LEAD_353,clarktheresa@example.net,Wolfe-Delacruz,Healthcare,"Engineer, manufacturing systems",Executive,11-50,Germany,3,7,35,715,19,1,0,0,1,4,8,10,10,5,0
LEAD_354,collinsjesse@example.org,Turner LLC,Technology,"Engineer, manufacturing",Executive,11-50,USA,14,2,31,32,12,3,1,1,0,2,9,36,30,29,1
LEAD_355,michael49@example.com,Turner LLC,Retail,Engineering geologist,Mid,201-1000,Canada,11,2,24,482,1,1,1,1,0,2,7,23,6,11,0
LEAD_356,tedwards@example.org,Ortega-Sanchez,Retail,Industrial buyer,Senior,11-50,India,1,0,3,532,4,2,2,0,0,0,4,14,17,11,1
LEAD_357,fweaver@example.com,Smith-Carroll,Healthcare,"Scientist, water quality",Mid,11-50,UK,18,3,32,468,16,1,1,1,1,4,8,96,22,26,0
LEAD_358,stephennewman@example.com,Kennedy PLC,Finance,Metallurgist,Entry,51-200,UK,6,6,24,597,8,0,1,1,1,1,6,15,6,3,0
LEAD_359,rodriguezjoseph@example.com,Elliott-Gallegos,Education,"Lecturer, further education",Mid,51-200,USA,12,1,2,520,18,1,2,0,1,0,1,67,29,21,0
LEAD_360,riosshawn@example.net,"Vargas, Tran and Lucas",Finance,"Physicist, medical",Executive,11-50,UK,18,1,8,748,18,2,1,1,1,3,9,82,22,3,0
LEAD_361,danaho@example.com,White-Patton,Technology,Special educational needs teacher,Executive,11-50,UK,16,3,25,506,1,3,1,1,0,0,4,45,23,21,0
LEAD_362,mckayruth@example.net,Brooks-Thomas,Retail,Civil Service administrator,Mid,1000+,Canada,11,5,6,400,9,4,2,1,1,1,5,19,37,13,1
LEAD_363,staceyblack@example.com,Edwards-Walsh,Healthcare,"Development worker, international aid",Entry,1-10,Canada,8,8,15,727,10,3,0,0,1,2,2,7,19,13,0
LEAD_364,rosecarlos@example.net,Jones-Diaz,Finance,Medical laboratory scientific officer,Senior,201-1000,India,17,3,4,621,13,2,1,1,1,4,8,94,29,20,0
LEAD_365,yhorne@example.org,Burton-Johnson,Education,"Research officer, trade union",Mid,11-50,Germany,1,5,8,688,6,2,0,1,1,4,7,112,46,15,0
LEAD_366,robert92@example.net,Davidson-Collins,Education,"Engineer, materials",Executive,51-200,India,18,8,0,59,16,2,2,1,1,3,1,5,13,22,1
LEAD_367,sgonzalez@example.com,Reyes-Hubbard,Finance,"Teacher, early years/pre",Mid,11-50,Germany,19,9,3,288,4,2,0,1,0,0,4,87,59,19,1
LEAD_368,charlesallen@example.com,"Tran, Smith and Rivera",Technology,Facilities manager,Entry,11-50,Germany,7,4,36,24,16,0,1,0,1,2,8,1,21,29,0
LEAD_369,knguyen@example.com,"Wu, Bailey and Williams",Technology,Facilities manager,Senior,11-50,USA,7,3,18,548,13,2,0,1,1,2,0,106,23,6,1
LEAD_370,jamescarter@example.com,"Adkins, Ryan and Burton",Retail,Location manager,Executive,1000+,India,18,9,32,49,9,3,1,1,0,3,3,102,52,27,0
LEAD_371,campbellapril@example.com,White-Daniels,Technology,"Editor, magazine features",Senior,201-1000,Canada,0,2,28,176,4,0,0,0,0,3,7,88,25,11,0
LEAD_372,barbara23@example.org,Solis LLC,Retail,Curator,Executive,11-50,USA,4,0,19,549,13,2,1,1,0,3,3,24,19,25,0
LEAD_373,fryjessica@example.com,"Alexander, Thompson and Peterson",Finance,Administrator,Entry,1-10,UK,13,4,20,391,11,1,2,1,0,0,4,94,28,16,0
LEAD_374,marc34@example.org,Evans-Garcia,Education,"Programmer, systems",Senior,11-50,India,9,3,6,785,10,4,1,0,0,2,6,44,51,23,1
LEAD_375,laura94@example.org,"Russell, Hawkins and Roberts",Finance,"Administrator, arts",Mid,201-1000,UK,15,3,24,138,16,4,2,0,0,0,0,119,40,5,0
LEAD_376,charlesgutierrez@example.com,Gonzalez-Conner,Retail,Arboriculturist,Executive,51-200,UK,8,5,35,601,7,0,1,0,0,3,8,119,11,18,1
LEAD_377,bcruz@example.net,"Mercer, Potter and Brown",Technology,Estate manager/land agent,Mid,201-1000,USA,11,2,36,177,1,1,0,1,1,2,0,117,42,7,0
LEAD_378,johnsondiana@example.org,Garner PLC,Technology,"Solicitor, Scotland",Mid,51-200,Germany,18,6,3,287,12,1,0,1,0,1,1,27,59,15,0
LEAD_379,gonzalezshelly@example.org,"Jones, Simmons and Ward",Retail,Diplomatic Services operational officer,Mid,201-1000,USA,5,4,23,245,17,2,0,0,0,0,7,21,39,14,0
LEAD_380,fparker@example.com,Hansen-Davis,Technology,Learning disability nurse,Mid,1000+,USA,13,9,26,663,15,4,1,0,0,4,9,62,52,13,0
LEAD_381,pjordan@example.net,Hester PLC,Finance,"Designer, ceramics/pottery",Entry,1000+,UK,12,0,24,295,15,3,2,1,0,1,5,10,19,16,0
LEAD_382,lukeblackburn@example.org,Foster Inc,Finance,Architectural technologist,Mid,1000+,India,7,2,23,303,12,2,1,1,0,3,1,110,24,12,0
LEAD_383,robinsonalexander@example.net,"Page, Rush and Mcfarland",Education,Barrister's clerk,Executive,11-50,USA,9,0,3,546,13,1,0,1,1,3,2,32,5,14,0
LEAD_384,andrewhuffman@example.org,Rivera and Sons,Finance,Set designer,Executive,1000+,Canada,12,1,30,434,8,1,2,0,1,2,3,36,17,16,0
LEAD_385,bhansen@example.net,Ross-Waters,Finance,"Designer, exhibition/display",Entry,201-1000,Germany,9,6,28,25,10,2,0,1,1,3,1,68,44,18,0
LEAD_386,james80@example.org,Anderson-Hart,Retail,Local government officer,Mid,1000+,UK,19,8,33,708,1,4,1,0,1,3,4,11,47,16,0
LEAD_387,markanderson@example.org,Smith-White,Healthcare,Armed forces training and education officer,Executive,1000+,India,13,8,15,224,13,0,1,0,0,3,6,65,13,28,0
LEAD_388,hthompson@example.org,Howell and Sons,Retail,Photographer,Entry,51-200,USA,12,2,16,695,8,2,2,0,1,1,7,78,14,11,1
LEAD_389,kennedycharles@example.net,"Jones, Castro and Edwards",Education,Public relations account executive,Senior,1000+,India,2,8,0,370,19,4,2,0,0,4,8,9,8,21,0
LEAD_390,duane72@example.org,"Lucas, Collins and Johnson",Finance,"Engineer, aeronautical",Executive,51-200,UK,0,8,16,494,9,4,1,1,0,2,8,3,37,25,0
LEAD_391,jefferywalker@example.net,"Stuart, Miller and Bennett",Education,Commissioning editor,Senior,201-1000,Germany,13,3,38,746,17,3,1,0,1,4,3,79,11,24,0
LEAD_392,wbruce@example.net,Sanford Ltd,Education,Technical author,Senior,201-1000,Germany,6,8,6,471,8,2,2,1,1,3,3,28,55,2,1
LEAD_393,christianwaters@example.com,Solis PLC,Technology,"Scientist, research (medical)",Senior,1-10,USA,3,4,5,700,8,3,1,1,0,3,8,22,39,5,0
LEAD_394,ngriffith@example.org,"Elliott, Smith and Parker",Technology,"Surveyor, land/geomatics",Senior,1000+,Canada,14,0,25,542,15,3,0,0,0,4,5,62,43,8,1
LEAD_395,paul51@example.com,"Washington, Casey and Lynch",Retail,English as a second language teacher,Executive,1000+,Canada,12,4,2,463,9,0,2,1,0,0,7,99,27,12,0
LEAD_396,jamessmith@example.com,Daniel Inc,Healthcare,Architect,Executive,1000+,USA,13,4,30,263,14,1,2,1,1,3,5,97,11,6,1
LEAD_397,robertsmith@example.net,Alvarez-Arroyo,Technology,"Engineer, mining",Senior,51-200,USA,19,2,33,615,7,4,2,0,0,3,2,33,33,2,0
LEAD_398,nicoleacevedo@example.com,Harris-Tyler,Finance,Hydrographic surveyor,Senior,201-1000,Germany,4,2,6,712,16,2,0,0,0,0,8,53,27,7,0
LEAD_399,heather73@example.com,Hamilton-David,Education,Graphic designer,Senior,1000+,Germany,19,3,11,322,17,0,2,0,0,3,5,88,14,3,1
LEAD_400,lori39@example.com,Dickerson-Fernandez,Technology,Chief of Staff,Senior,51-200,Canada,7,8,32,447,14,4,0,1,0,2,1,28,34,8,0
LEAD_401,kmoore@example.org,Flores Inc,Healthcare,Actor,Executive,1-10,USA,9,0,27,674,4,3,2,1,1,0,3,78,14,13,0
LEAD_402,paula77@example.net,Garrison-Hudson,Finance,Sports coach,Mid,51-200,Germany,0,3,18,160,5,3,1,0,0,1,2,63,5,28,1
LEAD_403,kendra46@example.com,"Williams, Newman and Moore",Education,Mental health nurse,Executive,1-10,UK,18,5,17,338,3,0,2,0,1,3,4,12,33,19,1
LEAD_404,davidknight@example.com,Middleton-Payne,Retail,Print production planner,Entry,51-200,India,12,0,25,675,18,2,0,1,0,3,7,42,59,13,0
LEAD_405,dannytrujillo@example.com,Donovan Group,Education,"Editor, magazine features",Mid,201-1000,UK,9,8,22,522,2,1,2,1,1,1,2,22,46,14,1
LEAD_406,patrickowens@example.com,Smith Ltd,Technology,Multimedia programmer,Executive,201-1000,UK,0,8,8,410,17,2,1,1,1,3,3,67,32,29,0
LEAD_407,jamiereese@example.com,Parker-Fernandez,Retail,Personnel officer,Mid,1000+,India,17,7,31,50,7,2,1,1,1,0,6,33,46,25,0
LEAD_408,tgarrett@example.net,Nichols-Taylor,Finance,Materials engineer,Mid,1000+,USA,5,9,28,776,18,3,2,0,0,0,4,26,24,5,0
LEAD_409,dmendoza@example.com,Wagner LLC,Technology,Technical brewer,Mid,1-10,India,3,3,37,181,1,2,1,1,1,2,9,84,8,23,1
LEAD_410,umitchell@example.net,Miller-Peterson,Education,Airline pilot,Executive,51-200,USA,11,3,27,432,5,1,2,0,0,1,5,75,53,28,0
LEAD_411,walkerjamie@example.net,Smith LLC,Retail,Chief Financial Officer,Mid,1000+,Canada,3,2,10,84,1,2,2,1,0,3,8,88,36,17,0
LEAD_412,richard07@example.net,Shaffer-Rose,Education,Industrial buyer,Mid,1-10,USA,13,3,12,123,19,1,0,1,1,1,1,29,55,16,0
LEAD_413,hughesanthony@example.net,Miranda Group,Finance,Product manager,Mid,1-10,Germany,11,3,30,137,2,1,0,0,0,3,9,86,32,7,0
LEAD_414,turnermichael@example.com,"Schneider, Thompson and Clark",Retail,Control and instrumentation engineer,Entry,201-1000,India,7,8,32,187,15,1,1,0,0,3,1,90,36,27,0
LEAD_415,juan09@example.org,Shaw Ltd,Technology,Equality and diversity officer,Mid,201-1000,UK,12,3,20,512,5,2,0,0,0,4,9,78,57,19,0
LEAD_416,angelacampbell@example.com,Simmons-Reyes,Technology,Pension scheme manager,Executive,51-200,Germany,0,3,28,113,1,1,0,1,0,1,5,41,18,27,1
LEAD_417,andersonclaire@example.com,Cunningham PLC,Finance,Computer games developer,Senior,11-50,Canada,8,0,0,592,16,3,2,0,0,3,7,96,6,4,0
LEAD_418,christopher44@example.com,Willis-Mccullough,Finance,Community pharmacist,Senior,1-10,Germany,17,4,21,429,2,1,0,0,0,2,6,53,42,18,0
LEAD_419,christopher48@example.com,White-Owen,Finance,"Engineer, energy",Senior,51-200,India,1,7,34,788,19,2,1,1,1,2,3,108,59,11,0
LEAD_420,tranmaurice@example.net,Alvarez-Jacobs,Finance,"Scientist, clinical (histocompatibility and immunogenetics)",Senior,1-10,UK,11,7,7,196,18,0,1,1,0,1,2,117,29,25,0
LEAD_421,ryanlevy@example.net,Norris-Lynch,Healthcare,Comptroller,Entry,1000+,India,4,9,37,672,9,4,0,1,0,3,3,115,23,10,0
LEAD_422,yolanda86@example.com,"Johnson, Perez and Stewart",Education,Museum education officer,Executive,201-1000,India,0,8,29,118,19,4,1,0,0,3,1,5,17,22,0
LEAD_423,sara15@example.net,Tucker PLC,Finance,Magazine journalist,Entry,1-10,Canada,14,8,17,477,12,4,1,0,0,3,1,17,58,25,0
LEAD_424,hlewis@example.net,"Miller, Lindsey and Wagner",Finance,"Investment banker, operational",Mid,1-10,UK,0,1,7,377,13,2,0,0,0,2,7,27,14,12,0
LEAD_425,robert56@example.org,Lawrence Ltd,Finance,"Scientist, research (maths)",Entry,11-50,India,2,8,10,393,13,4,0,0,1,1,3,13,53,7,0
LEAD_426,jhawkins@example.org,"Hayes, Hunt and Flynn",Retail,Administrator,Entry,1-10,USA,10,1,10,315,14,0,2,0,1,1,6,15,35,19,0
LEAD_427,hughesalicia@example.org,Harrington-Hill,Education,Recruitment consultant,Mid,51-200,India,14,7,32,381,6,2,1,1,1,4,4,92,20,10,1
LEAD_428,cole08@example.com,"Lowe, Sanders and Russell",Finance,Architect,Mid,1000+,Canada,11,9,30,764,2,0,2,0,0,1,2,59,23,11,0
LEAD_429,xthomas@example.net,Williams PLC,Finance,Therapeutic radiographer,Entry,1000+,Germany,15,1,18,150,2,2,2,0,1,0,3,113,46,13,0
LEAD_430,smalltrevor@example.net,Mitchell-Lee,Education,Farm manager,Senior,201-1000,India,2,1,5,743,13,3,0,0,0,2,6,11,54,10,1
LEAD_431,kimberlyvaughn@example.net,Brewer Group,Retail,"Teacher, music",Executive,1000+,USA,6,9,12,734,10,2,1,0,0,4,9,80,37,6,0
LEAD_432,bentleylauren@example.org,Rocha Inc,Technology,Interior and spatial designer,Senior,51-200,UK,7,7,28,490,6,1,1,0,1,3,9,30,46,7,0
LEAD_433,andrewvalenzuela@example.com,Smith PLC,Retail,Agricultural engineer,Mid,51-200,Canada,17,5,34,601,13,4,2,1,1,1,3,27,21,3,0
LEAD_434,lukealvarado@example.net,Garcia-Leonard,Healthcare,"Therapist, nutritional",Mid,201-1000,India,3,3,9,705,15,2,1,0,1,0,8,92,50,22,0
LEAD_435,henry22@example.net,Thompson Group,Education,Museum/gallery exhibitions officer,Executive,1-10,UK,5,4,18,288,17,1,0,1,0,1,6,65,38,23,1
LEAD_436,jacksonmisty@example.com,"Dyer, Lutz and Miranda",Technology,Office manager,Executive,51-200,Canada,13,1,28,369,16,3,2,1,1,1,1,62,6,15,1
LEAD_437,cheryl82@example.org,"Taylor, Sanchez and Johnson",Education,Arboriculturist,Executive,201-1000,Germany,18,5,7,21,8,2,1,1,1,4,2,37,23,21,0
LEAD_438,lynnsmith@example.com,Becker-Marquez,Education,Technical brewer,Entry,51-200,UK,4,8,27,241,1,4,0,1,0,1,7,109,25,13,0
LEAD_439,matthewhernandez@example.org,Martinez Inc,Finance,Adult nurse,Executive,1000+,UK,5,9,17,530,4,3,2,0,0,0,2,2,14,23,0
LEAD_440,dereklopez@example.org,Cruz Ltd,Technology,"Scientist, forensic",Mid,201-1000,Canada,5,1,28,121,7,4,0,0,1,4,2,9,59,9,1
LEAD_441,nelsonheather@example.com,"Newman, Sparks and Graves",Retail,Data scientist,Executive,51-200,India,1,0,22,527,7,1,2,1,1,4,7,54,21,21,0
LEAD_442,roseamy@example.com,Watson-Kramer,Healthcare,Museum/gallery curator,Senior,1-10,India,15,7,28,782,3,3,2,1,1,0,1,86,31,15,0
LEAD_443,peggy98@example.com,Pena-Nelson,Retail,"Therapist, music",Mid,51-200,Germany,19,2,14,163,16,0,0,1,0,3,7,97,19,4,0
LEAD_444,yodermonica@example.net,Hughes-Lucas,Retail,Consulting civil engineer,Senior,201-1000,India,9,3,33,309,6,3,1,1,0,0,0,97,48,23,0
LEAD_445,matthewmorgan@example.org,Estrada Ltd,Finance,"Runner, broadcasting/film/video",Mid,1-10,India,6,3,27,588,19,3,0,1,1,2,0,86,49,16,0
LEAD_446,brendajohnson@example.org,Chen-Trujillo,Retail,"Surveyor, commercial/residential",Senior,11-50,Canada,7,9,33,498,10,3,2,1,0,1,9,54,5,19,1
LEAD_447,danielcollins@example.net,"Guerrero, Jackson and Middleton",Technology,Fine artist,Entry,201-1000,UK,8,7,4,90,15,1,0,1,1,2,3,62,57,15,0
LEAD_448,bryandavis@example.org,"Barrett, Hoffman and Anderson",Technology,Information systems manager,Senior,201-1000,Canada,7,9,17,758,19,4,2,0,1,3,2,107,16,5,0
LEAD_449,millermadison@example.org,"Green, Espinoza and Flores",Education,"Designer, jewellery",Executive,201-1000,Germany,10,4,25,188,4,3,2,0,0,4,8,13,39,22,0
LEAD_450,djones@example.com,"Barton, Smith and Davis",Education,Medical illustrator,Entry,11-50,India,3,2,9,742,18,3,0,0,1,0,2,11,12,15,0
LEAD_451,abigail11@example.net,Jefferson-Smith,Retail,Glass blower/designer,Entry,1-10,USA,18,6,9,43,4,2,1,0,0,4,8,106,23,22,1
LEAD_452,john73@example.net,"Miller, Ramirez and Smith",Education,"Administrator, charities/voluntary organisations",Executive,51-200,USA,15,2,23,39,1,1,2,1,1,0,5,60,56,16,0
LEAD_453,kenneth22@example.net,Mann Ltd,Finance,Health visitor,Entry,51-200,Canada,12,7,24,355,19,0,0,1,0,0,8,45,32,11,0
LEAD_454,owilliamson@example.net,Smith-Mckenzie,Healthcare,Special educational needs teacher,Senior,1000+,Canada,17,6,7,350,9,0,0,1,1,3,4,114,59,6,0
LEAD_455,jwalton@example.org,Rivera LLC,Retail,Armed forces operational officer,Mid,201-1000,UK,5,6,38,666,12,3,2,1,1,2,6,119,56,12,0
LEAD_456,danielle94@example.org,Harris-King,Finance,"Accountant, chartered",Senior,11-50,Germany,11,9,32,515,15,0,0,1,0,2,0,95,6,15,0
LEAD_457,shawanna@example.com,"Johnson, Gould and Clark",Healthcare,Chartered legal executive (England and Wales),Executive,1-10,UK,0,6,26,254,12,4,0,0,0,0,7,105,27,19,0
LEAD_458,martinberg@example.net,Stout LLC,Technology,Agricultural engineer,Mid,1000+,Germany,18,6,35,276,1,0,0,0,1,4,9,51,16,2,0
LEAD_459,amccormick@example.net,White Ltd,Retail,Mechanical engineer,Executive,1-10,UK,16,8,29,522,11,3,2,1,1,2,7,74,38,19,0
LEAD_460,barrerajoel@example.net,Green LLC,Finance,Research scientist (physical sciences),Mid,1-10,Germany,11,8,28,49,10,2,1,0,1,0,9,31,35,4,0
LEAD_461,lambertdavid@example.net,Davis-Mullins,Finance,Community education officer,Entry,1-10,India,15,8,33,130,7,1,0,0,1,3,1,73,25,5,0
LEAD_462,janewhite@example.org,Turner-Hudson,Finance,Soil scientist,Entry,51-200,Germany,9,3,19,80,13,4,0,0,1,1,3,79,12,20,0
LEAD_463,moralesmiguel@example.org,"Deleon, Johnson and Jones",Education,Research scientist (physical sciences),Executive,11-50,Germany,4,7,4,204,18,3,2,0,0,2,4,40,22,14,0
LEAD_464,fcortez@example.org,"Parsons, Hood and Jacobs",Technology,"Therapist, nutritional",Mid,51-200,Canada,5,8,3,247,14,3,2,1,0,2,0,7,57,5,0
LEAD_465,chorton@example.org,"Gibbs, Smith and Wilkerson",Education,Product manager,Executive,51-200,India,11,7,11,72,2,2,1,0,0,1,5,42,12,25,1
LEAD_466,diana92@example.com,Bonilla-Harris,Education,"Exhibitions officer, museum/gallery",Entry,201-1000,UK,4,1,10,503,4,3,0,1,0,0,7,116,46,24,0
LEAD_467,jamesjohnson@example.net,Strickland-Whitaker,Education,Contracting civil engineer,Executive,11-50,India,6,5,36,125,6,1,1,1,1,4,3,91,14,19,0
LEAD_468,xwells@example.net,"Hill, Cuevas and Perez",Finance,Community arts worker,Executive,51-200,USA,8,8,34,695,19,1,2,0,1,3,2,7,33,8,0
LEAD_469,vellis@example.com,Cooper-Lin,Technology,Statistician,Mid,11-50,Canada,15,5,2,154,13,1,2,0,1,1,0,46,9,20,0
LEAD_470,justinrichardson@example.net,Wilson-Montgomery,Technology,Barrister,Mid,11-50,USA,11,8,9,606,7,4,2,0,1,2,6,88,17,6,1
LEAD_471,angela38@example.com,Golden Inc,Education,Veterinary surgeon,Senior,51-200,Canada,3,0,11,699,13,1,2,0,0,2,5,54,37,12,0
LEAD_472,lmonroe@example.com,"Wood, Vaughn and Wilson",Retail,Dancer,Mid,1-10,UK,10,1,35,235,7,4,2,1,1,0,1,12,21,20,1
LEAD_473,jenniferjohnson@example.org,Davis PLC,Healthcare,Theatre stage manager,Executive,11-50,India,3,1,29,172,19,0,2,1,1,4,0,24,55,15,0
LEAD_474,dorothyjohnson@example.net,"Green, Vazquez and Shepherd",Retail,"Engineer, structural",Senior,201-1000,India,2,2,35,120,7,2,0,1,0,4,5,115,28,9,1
LEAD_475,michaeljohnson@example.org,Jackson PLC,Education,Tourism officer,Senior,201-1000,UK,15,2,15,385,12,1,2,0,1,1,1,70,40,3,0
LEAD_476,kathrynfoster@example.com,Gray-Smith,Education,"Engineer, mining",Entry,51-200,UK,14,1,29,626,8,1,1,1,1,4,4,35,53,24,0
LEAD_477,ccantrell@example.org,"York, Mack and Bowman",Technology,Quarry manager,Executive,201-1000,Germany,18,7,17,690,7,1,0,1,0,0,1,7,7,24,0
LEAD_478,michaelpatterson@example.com,Morris Ltd,Healthcare,"Administrator, arts",Executive,1-10,USA,2,3,32,728,1,2,1,1,1,3,3,74,42,8,0
LEAD_479,smithwilliam@example.com,Ferguson-Harmon,Retail,"Designer, multimedia",Mid,1-10,Germany,9,8,26,375,12,4,2,1,0,1,7,86,17,23,1
LEAD_480,llowe@example.org,"Skinner, Clements and Hensley",Healthcare,"Designer, blown glass/stained glass",Senior,1-10,UK,19,1,35,626,3,3,2,0,0,4,0,44,22,1,0
LEAD_481,nhaynes@example.net,"Rodriguez, Allen and Ross",Healthcare,Chief Marketing Officer,Senior,1-10,Germany,1,8,31,376,8,3,2,0,1,3,3,84,11,11,0
LEAD_482,amanda58@example.com,Henry Group,Healthcare,Physiotherapist,Senior,51-200,India,19,9,13,638,1,0,2,0,0,4,0,45,21,10,0
LEAD_483,acostaemily@example.org,Olson-Shah,Technology,Sports coach,Entry,201-1000,India,11,8,28,609,18,4,0,1,1,0,8,26,28,24,1
LEAD_484,garciajudith@example.org,"Orozco, Mills and Bishop",Technology,Chief Executive Officer,Senior,11-50,Canada,9,0,15,371,13,0,1,0,1,1,7,2,34,6,0
LEAD_485,ortizlogan@example.com,Bean-Williams,Retail,Lobbyist,Senior,1-10,Germany,6,0,37,296,6,2,0,0,1,4,7,25,14,6,0
LEAD_486,garrettjordan@example.org,Sanders Ltd,Finance,Contractor,Mid,11-50,India,18,5,34,694,3,3,1,0,0,2,3,3,58,3,0
LEAD_487,charles96@example.org,"Torres, Henderson and Jones",Finance,"Physicist, medical",Executive,201-1000,Germany,17,3,27,154,5,4,2,0,0,2,5,17,58,24,0
LEAD_488,jenniferdougherty@example.com,"Rice, Turner and Morse",Retail,Estate manager/land agent,Senior,51-200,UK,3,1,17,513,12,0,1,0,1,4,4,49,49,24,0
LEAD_489,kathleen30@example.org,George LLC,Education,Tax inspector,Executive,11-50,USA,0,7,16,568,19,2,1,1,0,3,7,105,47,11,1
LEAD_490,william87@example.com,"Burch, Skinner and Flores",Technology,Commissioning editor,Entry,1000+,India,19,4,29,78,8,3,1,0,1,1,7,58,51,8,0
LEAD_491,jamesglass@example.com,Frederick LLC,Finance,Financial planner,Mid,1-10,Canada,15,2,37,172,19,1,2,1,1,0,1,98,29,14,0
LEAD_492,riverascott@example.net,Smith-Downs,Technology,Music tutor,Entry,1000+,Canada,8,4,37,357,1,0,0,1,1,3,2,91,56,18,0
LEAD_493,cole25@example.net,Wilson-Fleming,Healthcare,Information officer,Mid,51-200,Canada,14,5,15,218,11,3,1,0,1,1,1,113,42,7,0
LEAD_494,ystanton@example.net,Adams PLC,Healthcare,Higher education lecturer,Executive,11-50,Germany,18,2,27,694,10,2,1,1,1,0,7,29,22,19,0
LEAD_495,ikirby@example.com,Harrison-Alvarado,Healthcare,"Engineer, aeronautical",Executive,51-200,USA,1,7,17,620,17,2,1,1,1,3,7,76,46,4,1
LEAD_496,louis01@example.net,Ray Inc,Finance,Radiation protection practitioner,Mid,1-10,India,4,9,32,475,1,2,0,1,1,4,4,65,58,20,0
